Shuffle	sentenceID	pre-context	sentence to be annotated	post-context	# people sentence	character 1	character 2	character 3	character 4	character 5	character 6	character 7	character 8	character 9	character 10
0.127745372257145	44	|`` You do n't know Sherlock Holmes yet , '' he said ; `` perhaps you would not care for him as a constant companion . '' |	|`` Why , what is there against him ? '' |	|`` Oh , I did n't say there was anything against him . |	1	MR. SHERLOCK HOLMES									
0.919768841534728	123	|`` Beautiful ! |	|beautiful ! |	|The old Guiacum test was very clumsy and uncertain . |	0										
0.75210904989914	89	|Near the further end a low arched passage branched away from it and led to the chemical laboratory . |	|This was a lofty chamber , lined and littered with countless bottles . |	|Broad , low tables were scattered about , which bristled with retorts , test-tubes , and little Bunsen lamps , with their blue flickering flames . |	0										
0.568862671337076	180	|My companion smiled an enigmatical smile . |	|`` That 's just his little peculiarity , '' he said . |	|`` A good many people have wanted to know how he finds things out . '' |	2	DEFAULT	DEFAULT								
0.440807363505096	60	|How could I meet this friend of yours ? '' |	|`` He is sure to be at the laboratory , '' returned my companion . |	|`` He either avoids the place for weeks , or else he works there from morning to night . |	2	DEFAULT	DEFAULT								
0.106620891941051	23	|In old days Stamford had never been a particular crony of mine , but now I hailed him with enthusiasm , and he , in his turn , appeared to be delighted to see me . |	|In the exuberance of my joy , I asked him to lunch with me at the Holborn , and we started off together in a hansom . |	|`` Whatever have you been doing with yourself , Watson ? '' |	2	Stamford	Dr. Watson								
0.88372867338947	21	|On the very day that I had come to this conclusion , I was standing at the Criterion Bar , when some one tapped me on the shoulder , and turning round I recognized young Stamford , who had been a dresser under me at Barts . |	|The sight of a friendly face in the great wilderness of London is a pleasant thing indeed to a lonely man . |	|In old days Stamford had never been a particular crony of mine , but now I hailed him with enthusiasm , and he , in his turn , appeared to be delighted to see me . |	0										
0.163927229212366	150	|He held out his hand as he spoke , and I noticed that it was all mottled over with similar pieces of plaster , and discoloured with strong acids . |	|`` We came here on business , '' said Stamford , sitting down on a high three-legged stool , and pushing another one in my direction with his foot . |	|`` My friend here wants to take diggings , and as you were complaining that you could get no one to go halves with you , I thought that I had better bring you together . '' |	2	Stamford	DEFAULT								
0.897522034053757	69	|`` It seems to me , Stamford , '' I added , looking hard at my companion , `` that you have some reason for washing your hands of the matter . |	|Is this fellow 's temper so formidable , or what is it ? |	|Do n't be mealy-mouthed about it . '' |	0										
0.738603403510964	118	|`` Ha ! |	|ha ! '' |	|he cried , clapping his hands , and looking as delighted as a child with a new toy . |	0										
0.750453124446127	91	|Broad , low tables were scattered about , which bristled with retorts , test-tubes , and little Bunsen lamps , with their blue flickering flames . |	|There was only one student in the room , who was bending over a distant table absorbed in his work . |	|At the sound of our steps he glanced round and sprang to his feet with a cry of pleasure . |	1	DEFAULT									
0.504407080111733	115	|I have no doubt , however , that we shall be able to obtain the characteristic reaction . '' |	|As he spoke , he threw into the vessel a few white crystals , and then added some drops of a transparent fluid . |	|In an instant the contents assumed a dull mahogany colour , and a brownish dust was precipitated to the bottom of the glass jar . |	1	DEFAULT									
0.240977347078269	46	|`` Oh , I did n't say there was anything against him . |	|He is a little queer in his ideas -- an enthusiast in some branches of science . |	|As far as I know he is a decent fellow enough . '' |	1	DEFAULT									
0.321957710054413	28	|I gave him a short sketch of my adventures , and had hardly concluded it by the time that we reached our destination . |	|`` Poor devil ! '' |	|he said , commiseratingly , after he had listened to my misfortunes . |	0										
0.963175651224241	58	|I am not strong enough yet to stand much noise or excitement . |	|I had enough of both in Afghanistan to last me for the remainder of my natural existence . |	|How could I meet this friend of yours ? '' |	1	DEFAULT									
0.158520857385509	84	|`` No . |	|Heaven knows what the objects of his studies are . |	|But here we are , and you must form your own impressions about him . '' |	1	DEFAULT									
0.266511204321591	7	|I followed , however , with many other officers who were in the same situation as myself , and succeeded in reaching Candahar in safety , where I found my regiment , and at once entered upon my new duties . |	|The campaign brought honours and promotion to many , but for me it had nothing but misfortune and disaster . |	|I was removed from my brigade and attached to the Berkshires , with whom I served at the fatal battle of Maiwand . |	1	DEFAULT									
0.739424552632444	151	|`` We came here on business , '' said Stamford , sitting down on a high three-legged stool , and pushing another one in my direction with his foot . |	|`` My friend here wants to take diggings , and as you were complaining that you could get no one to go halves with you , I thought that I had better bring you together . '' |	|Sherlock Holmes seemed delighted at the idea of sharing his rooms with me . |	2	Stamford	MR. SHERLOCK HOLMES								
0.878845392172274	71	|Do n't be mealy-mouthed about it . '' |	|`` It is not easy to express the inexpressible , '' he answered with a laugh . |	|`` Holmes is a little too scientific for my tastes -- it approaches to cold-bloodedness . |	1	DEFAULT									
0.621945186757924	163	|You must not think I am sulky when I do that . |	|Just let me alone , and I 'll soon be right . |	|What have you to confess now ? |	1	DEFAULT									
0.3831215270372	74	|I could imagine his giving a friend a little pinch of the latest vegetable alkaloid , not out of malevolence , you understand , but simply out of a spirit of inquiry in order to have an accurate idea of the effects . |	|To do him justice , I think that he would take it himself with the same readiness . |	|He appears to have a passion for definite and exact knowledge . '' |	2	DEFAULT	DEFAULT								
0.47548898163992	146	|`` You might start a paper on those lines . |	|Call it the ` Police News of the Past . |	|''' `` Very interesting reading it might be made , too , '' remarked Sherlock Holmes , sticking a small piece of plaster over the prick on his finger . |	0										
0.754880519124363	109	|Come over here now ! '' |	|He seized me by the coat-sleeve in his eagerness , and drew me over to the table at which he had been working . |	|`` Let us have some fresh blood , '' he said , digging a long bodkin into his finger , and drawing off the resulting drop of blood in a chemical pipette . |	2	DEFAULT	DEFAULT								
0.254008367721396	177	|`` All right -- noon exactly , '' said I , shaking his hand . |	|We left him working among his chemicals , and we walked together towards my hotel . |	|`` By the way , '' I asked suddenly , stopping and turning upon Stamford , `` how the deuce did he know that I had come from Afghanistan ? '' |	2	DEFAULT	DEFAULT								
0.612278610519165	49	|`` A medical student , I suppose ? '' |	|said I. `` No -- I have no idea what he intends to go in for . |	|I believe he is well up in anatomy , and he is a first-class chemist ; but , as far as I know , he has never taken out any systematic medical classes . |	2	DEFAULT	DEFAULT								
0.378893924816084	98	|`` Dr. Watson , Mr. Sherlock Holmes , '' said Stamford , introducing us . |	|`` How are you ? '' |	|he said cordially , gripping my hand with a strength for which I should hardly have given him credit . |	1	MR. SHERLOCK HOLMES									
0.44280812149497	141	|`` There was the case of Von Bischoff at Frankfort last year . |	|He would certainly have been hung had this test been in existence . |	|Then there was Mason of Bradford , and the notorious Muller , and Lefevre of Montpellier , and Samson of New Orleans . |	1	DEFAULT									
0.504471375812854	133	|A man is suspected of a crime months perhaps after it has been committed . |	|His linen or clothes are examined , and brownish stains discovered upon them . |	|Are they blood stains , or mud stains , or rust stains , or fruit stains , or what are they ? |	1	DEFAULT									
0.324726949580179	15	|I was dispatched , accordingly , in the troopship `` Orontes , '' and landed a month later on Portsmouth jetty , with my health irretrievably ruined , but with permission from a paternal government to spend the next nine months in attempting to improve it . |	|I had neither kith nor kin in England , and was therefore as free as air -- or as free as an income of eleven shillings and sixpence a day will permit a man to be . |	|Under such circumstances , I naturally gravitated to London , that great cesspool into which all the loungers and idlers of the Empire are irresistibly drained . |	1	DEFAULT									
0.013251952585055	3	|IN the year 1878 I took my degree of Doctor of Medicine of the University of London , and proceeded to Netley to go through the course prescribed for surgeons in the army . |	|Having completed my studies there , I was duly attached to the Fifth Northumberland Fusiliers as Assistant Surgeon . |	|The regiment was stationed in India at the time , and before I could join it , the second Afghan war had broken out . |	1	DEFAULT									
0.795496936673532	87	|As he spoke , we turned down a narrow lane and passed through a small side-door , which opened into a wing of the great hospital . |	|It was familiar ground to me , and I needed no guiding as we ascended the bleak stone staircase and made our way down the long corridor with its vista of whitewashed wall and dun-coloured doors . |	|Near the further end a low arched passage branched away from it and led to the chemical laboratory . |	1	DEFAULT									
0.252186041243922	95	|I 've found it , '' he shouted to my companion , running towards us with a test-tube in his hand . |	|`` I have found a re-agent which is precipitated by hoemoglobin , -LSB- 4 -RSB- and by nothing else . '' |	|Had he discovered a gold mine , greater delight could not have shone upon his features . |	1	DEFAULT									
0.335083696519254	85	|Heaven knows what the objects of his studies are . |	|But here we are , and you must form your own impressions about him . '' |	|As he spoke , we turned down a narrow lane and passed through a small side-door , which opened into a wing of the great hospital . |	2	DEFAULT	DEFAULT								
0.161248022660661	100	|he said cordially , gripping my hand with a strength for which I should hardly have given him credit . |	|`` You have been in Afghanistan , I perceive . '' |	|`` How on earth did you know that ? '' |	2	DEFAULT	DEFAULT								
0.610006118968672	13	|Here I rallied , and had already improved so far as to be able to walk about the wards , and even to bask a little upon the verandah , when I was struck down by enteric fever , that curse of our Indian possessions . |	|For months my life was despaired of , and when at last I came to myself and became convalescent , I was so weak and emaciated that a medical board determined that not a day should be lost in sending me back to England . |	|I was dispatched , accordingly , in the troopship `` Orontes , '' and landed a month later on Portsmouth jetty , with my health irretrievably ruined , but with permission from a paternal government to spend the next nine months in attempting to improve it . |	1	DEFAULT									
0.125572935197872	114	|The proportion of blood can not be more than one in a million . |	|I have no doubt , however , that we shall be able to obtain the characteristic reaction . '' |	|As he spoke , he threw into the vessel a few white crystals , and then added some drops of a transparent fluid . |	1	DEFAULT									
0.93901872272552	182	|`` A good many people have wanted to know how he finds things out . '' |	|`` Oh ! |	|a mystery is it ? '' |	0										
0.295939298853677	96	|`` I have found a re-agent which is precipitated by hoemoglobin , -LSB- 4 -RSB- and by nothing else . '' |	|Had he discovered a gold mine , greater delight could not have shone upon his features . |	|`` Dr. Watson , Mr. Sherlock Holmes , '' said Stamford , introducing us . |	1	MR. SHERLOCK HOLMES									
0.458785998022622	53	|`` Did you never ask him what he was going in for ? '' |	|I asked . |	|`` No ; he is not a man that it is easy to draw out , though he can be communicative enough when the fancy seizes him . '' |	1	DEFAULT									
0.893334184084413	63	|If you like , we shall drive round together after luncheon . '' |	|`` Certainly , '' I answered , and the conversation drifted away into other channels . |	|As we made our way to the hospital after leaving the Holborn , Stamford gave me a few more particulars about the gentleman whom I proposed to take as a fellow-lodger . |	1	DEFAULT									
0.715707320540742	147	|Call it the ` Police News of the Past . |	|''' `` Very interesting reading it might be made , too , '' remarked Sherlock Holmes , sticking a small piece of plaster over the prick on his finger . |	|`` I have to be careful , '' he continued , turning to me with a smile , `` for I dabble with poisons a good deal . '' |	1	MR. SHERLOCK HOLMES									
0.715156687169102	173	|`` A well-played violin is a treat for the gods -- a badly-played one -- '' `` Oh , that 's all right , '' he cried , with a merry laugh . |	|`` I think we may consider the thing as settled -- that is , if the rooms are agreeable to you . '' |	|`` When shall we see them ? '' |	2	DEFAULT	DEFAULT								
0.048368396352374	31	|`` What are you up to now ? '' |	|`` Looking for lodgings . '' |	|-LSB- 3 -RSB- I answered . |	0										
0.612703058411974	55	|`` No ; he is not a man that it is easy to draw out , though he can be communicative enough when the fancy seizes him . '' |	|`` I should like to meet him , '' I said . |	|`` If I am to lodge with anyone , I should prefer a man of studious and quiet habits . |	2	DEFAULT	DEFAULT								
0.848297577448646	178	|We left him working among his chemicals , and we walked together towards my hotel . |	|`` By the way , '' I asked suddenly , stopping and turning upon Stamford , `` how the deuce did he know that I had come from Afghanistan ? '' |	|My companion smiled an enigmatical smile . |	3	Stamford	DEFAULT	DEFAULT							
0.859830934130352	122	|`` It seems to be a very delicate test , '' I remarked . |	|`` Beautiful ! |	|beautiful ! |	0										
0.755008807921994	12	|Worn with pain , and weak from the prolonged hardships which I had undergone , I was removed , with a great train of wounded sufferers , to the base hospital at Peshawar . |	|Here I rallied , and had already improved so far as to be able to walk about the wards , and even to bask a little upon the verandah , when I was struck down by enteric fever , that curse of our Indian possessions . |	|For months my life was despaired of , and when at last I came to myself and became convalescent , I was so weak and emaciated that a medical board determined that not a day should be lost in sending me back to England . |	1	DEFAULT									
0.479674164381735	137	|Because there was no reliable test . |	|Now we have the Sherlock Holmes ' test , and there will no longer be any difficulty . '' |	|His eyes fairly glittered as he spoke , and he put his hand over his heart and bowed as if to some applauding crowd conjured up by his imagination . |	1	MR. SHERLOCK HOLMES									
0.940421185488115	39	|He was bemoaning himself this morning because he could not get someone to go halves with him in some nice rooms which he had found , and which were too much for his purse . '' |	|`` By Jove ! '' |	|I cried , `` if he really wants someone to share the rooms and the expense , I am the very man for him . |	0										
0.673339688443066	153	|Sherlock Holmes seemed delighted at the idea of sharing his rooms with me . |	|`` I have my eye on a suite in Baker Street , '' he said , `` which would suit us down to the ground . |	|You do n't mind the smell of strong tobacco , I hope ? '' |	1	MR. SHERLOCK HOLMES									
0.581638696872161	38	|`` A fellow who is working at the chemical laboratory up at the hospital . |	|He was bemoaning himself this morning because he could not get someone to go halves with him in some nice rooms which he had found , and which were too much for his purse . '' |	|`` By Jove ! '' |	1	DEFAULT									
0.893976926655152	142	|He would certainly have been hung had this test been in existence . |	|Then there was Mason of Bradford , and the notorious Muller , and Lefevre of Montpellier , and Samson of New Orleans . |	|I could name a score of cases in which it would have been decisive . '' |	0										
0.585227780249252	56	|`` I should like to meet him , '' I said . |	|`` If I am to lodge with anyone , I should prefer a man of studious and quiet habits . |	|I am not strong enough yet to stand much noise or excitement . |	1	DEFAULT									
0.89940882637233	32	|`` Looking for lodgings . '' |	|-LSB- 3 -RSB- I answered . |	|`` Trying to solve the problem as to whether it is possible to get comfortable rooms at a reasonable price . '' |	1	DEFAULT									
0.261187986433783	76	|He appears to have a passion for definite and exact knowledge . '' |	|`` Very right too . '' |	|`` Yes , but it may be pushed to excess . |	0										
0.765904370382312	127	|The latter is valueless if the stains are a few hours old . |	|Now , this appears to act as well whether the blood is old or new . |	|Had this test been invented , there are hundreds of men now walking the earth who would long ago have paid the penalty of their crimes . '' |	0										
0.270689960524984	144	|I could name a score of cases in which it would have been decisive . '' |	|`` You seem to be a walking calendar of crime , '' said Stamford with a laugh . |	|`` You might start a paper on those lines . |	2	Stamford	DEFAULT								
0.22047458828684	25	|`` Whatever have you been doing with yourself , Watson ? '' |	|he asked in undisguised wonder , as we rattled through the crowded London streets . |	|`` You are as thin as a lath and as brown as a nut . '' |	1	DEFAULT									
0.516504097559294	57	|`` If I am to lodge with anyone , I should prefer a man of studious and quiet habits . |	|I am not strong enough yet to stand much noise or excitement . |	|I had enough of both in Afghanistan to last me for the remainder of my natural existence . |	1	DEFAULT									
0.899851295827283	184	|a mystery is it ? '' |	|I cried , rubbing my hands . |	|`` This is very piquant . |	1	DEFAULT									
0.933905011038012	139	|His eyes fairly glittered as he spoke , and he put his hand over his heart and bowed as if to some applauding crowd conjured up by his imagination . |	|`` You are to be congratulated , '' I remarked , considerably surprised at his enthusiasm . |	|`` There was the case of Von Bischoff at Frankfort last year . |	2	DEFAULT	DEFAULT								
0.452181132272254	30	|he said , commiseratingly , after he had listened to my misfortunes . |	|`` What are you up to now ? '' |	|`` Looking for lodgings . '' |	1	DEFAULT									
0.729163044989948	149	|`` I have to be careful , '' he continued , turning to me with a smile , `` for I dabble with poisons a good deal . '' |	|He held out his hand as he spoke , and I noticed that it was all mottled over with similar pieces of plaster , and discoloured with strong acids . |	|`` We came here on business , '' said Stamford , sitting down on a high three-legged stool , and pushing another one in my direction with his foot . |	1	DEFAULT									
0.98956129779615	164	|Just let me alone , and I 'll soon be right . |	|What have you to confess now ? |	|It 's just as well for two fellows to know the worst of one another before they begin to live together . '' |	1	DEFAULT									
0.206102574207517	117	|In an instant the contents assumed a dull mahogany colour , and a brownish dust was precipitated to the bottom of the glass jar . |	|`` Ha ! |	|ha ! '' |	0										
0.612269211027416	14	|For months my life was despaired of , and when at last I came to myself and became convalescent , I was so weak and emaciated that a medical board determined that not a day should be lost in sending me back to England . |	|I was dispatched , accordingly , in the troopship `` Orontes , '' and landed a month later on Portsmouth jetty , with my health irretrievably ruined , but with permission from a paternal government to spend the next nine months in attempting to improve it . |	|I had neither kith nor kin in England , and was therefore as free as air -- or as free as an income of eleven shillings and sixpence a day will permit a man to be . |	1	DEFAULT									
0.24221745926438	78	|`` Yes , but it may be pushed to excess . |	|When it comes to beating the subjects in the dissecting-rooms with a stick , it is certainly taking rather a bizarre shape . '' |	|`` Beating the subjects ! '' |	0										
0.80053073514527	41	|I cried , `` if he really wants someone to share the rooms and the expense , I am the very man for him . |	|I should prefer having a partner to being alone . '' |	|Young Stamford looked rather strangely at me over his wine-glass . |	1	DEFAULT									
0.414068843676094	102	|`` How on earth did you know that ? '' |	|I asked in astonishment . |	|`` Never mind , '' said he , chuckling to himself . |	1	DEFAULT									
0.690573499392395	160	|`` By no means . '' |	|`` Let me see -- what are my other shortcomings . |	|I get in the dumps at times , and do n't open my mouth for days on end . |	1	DEFAULT									
0.5052153205912	83	|`` And yet you say he is not a medical student ? '' |	|`` No . |	|Heaven knows what the objects of his studies are . |	0										
0.153677625973883	183	|`` Oh ! |	|a mystery is it ? '' |	|I cried , rubbing my hands . |	0										
0.872047755830836	192	|Good-bye . '' |	|`` Good-bye , '' I answered , and strolled on to my hotel , considerably interested in my new acquaintance . |	|CHAPTER II . |	1	DEFAULT									
0.942089863773783	191	|I 'll wager he learns more about you than you about him . |	|Good-bye . '' |	|`` Good-bye , '' I answered , and strolled on to my hotel , considerably interested in my new acquaintance . |	0										
0.551448915229623	136	|That is a question which has puzzled many an expert , and why ? |	|Because there was no reliable test . |	|Now we have the Sherlock Holmes ' test , and there will no longer be any difficulty . '' |	0										
0.510459988262152	1	|CHAPTER I . |	|MR. SHERLOCK HOLMES . |	|IN the year 1878 I took my degree of Doctor of Medicine of the University of London , and proceeded to Netley to go through the course prescribed for surgeons in the army . |	1	MR. SHERLOCK HOLMES									
0.088051826610823	43	|Young Stamford looked rather strangely at me over his wine-glass . |	|`` You do n't know Sherlock Holmes yet , '' he said ; `` perhaps you would not care for him as a constant companion . '' |	|`` Why , what is there against him ? '' |	3	Stamford	MR. SHERLOCK HOLMES	DEFAULT							
0.26308169293624	10	|There I was struck on the shoulder by a Jezail bullet , which shattered the bone and grazed the subclavian artery . |	|I should have fallen into the hands of the murderous Ghazis had it not been for the devotion and courage shown by Murray , my orderly , who threw me across a pack-horse , and succeeded in bringing me safely to the British lines . |	|Worn with pain , and weak from the prolonged hardships which I had undergone , I was removed , with a great train of wounded sufferers , to the base hospital at Peshawar . |	2	DEFAULT	Murray								
0.522175370831005	82	|I saw him at it with my own eyes . '' |	|`` And yet you say he is not a medical student ? '' |	|`` No . |	2	DEFAULT	DEFAULT								
0.390037071235352	107	|`` It is interesting , chemically , no doubt , '' I answered , `` but practically -- '' `` Why , man , it is the most practical medico-legal discovery for years . |	|Do n't you see that it gives us an infallible test for blood stains . |	|Come over here now ! '' |	1	DEFAULT									
0.276772564248753	106	|No doubt you see the significance of this discovery of mine ? '' |	|`` It is interesting , chemically , no doubt , '' I answered , `` but practically -- '' `` Why , man , it is the most practical medico-legal discovery for years . |	|Do n't you see that it gives us an infallible test for blood stains . |	1	DEFAULT									
0.406679524628586	138	|Now we have the Sherlock Holmes ' test , and there will no longer be any difficulty . '' |	|His eyes fairly glittered as he spoke , and he put his hand over his heart and bowed as if to some applauding crowd conjured up by his imagination . |	|`` You are to be congratulated , '' I remarked , considerably surprised at his enthusiasm . |	1	MR. SHERLOCK HOLMES									
0.847634947886742	105	|`` The question now is about hoemoglobin . |	|No doubt you see the significance of this discovery of mine ? '' |	|`` It is interesting , chemically , no doubt , '' I answered , `` but practically -- '' `` Why , man , it is the most practical medico-legal discovery for years . |	2	DEFAULT	DEFAULT								
0.287258270872898	77	|`` Very right too . '' |	|`` Yes , but it may be pushed to excess . |	|When it comes to beating the subjects in the dissecting-rooms with a stick , it is certainly taking rather a bizarre shape . '' |	0										
0.303834056880379	188	|` The proper study of mankind is man , ' you know . '' |	|`` You must study him , then , '' Stamford said , as he bade me good-bye . |	|`` You 'll find him a knotty problem , though . |	2	Stamford	DEFAULT								
0.407120669324421	45	|`` Why , what is there against him ? '' |	|`` Oh , I did n't say there was anything against him . |	|He is a little queer in his ideas -- an enthusiast in some branches of science . |	2	DEFAULT	DEFAULT								
0.620964111595634	92	|There was only one student in the room , who was bending over a distant table absorbed in his work . |	|At the sound of our steps he glanced round and sprang to his feet with a cry of pleasure . |	|`` I 've found it ! |	1	DEFAULT									
0.772213174697663	37	|I asked . |	|`` A fellow who is working at the chemical laboratory up at the hospital . |	|He was bemoaning himself this morning because he could not get someone to go halves with him in some nice rooms which he had found , and which were too much for his purse . '' |	0										
0.579639932367737	111	|`` Let us have some fresh blood , '' he said , digging a long bodkin into his finger , and drawing off the resulting drop of blood in a chemical pipette . |	|`` Now , I add this small quantity of blood to a litre of water . |	|You perceive that the resulting mixture has the appearance of pure water . |	1	DEFAULT									
0.288327650632522	134	|His linen or clothes are examined , and brownish stains discovered upon them . |	|Are they blood stains , or mud stains , or rust stains , or fruit stains , or what are they ? |	|That is a question which has puzzled many an expert , and why ? |	0										
0.528557135630774	54	|I asked . |	|`` No ; he is not a man that it is easy to draw out , though he can be communicative enough when the fancy seizes him . '' |	|`` I should like to meet him , '' I said . |	1	DEFAULT									
0.680635075235454	181	|`` That 's just his little peculiarity , '' he said . |	|`` A good many people have wanted to know how he finds things out . '' |	|`` Oh ! |	1	DEFAULT									
0.54190800673725	171	|he asked , anxiously . |	|`` It depends on the player , '' I answered . |	|`` A well-played violin is a treat for the gods -- a badly-played one -- '' `` Oh , that 's all right , '' he cried , with a merry laugh . |	1	DEFAULT									
0.133936982823841	88	|It was familiar ground to me , and I needed no guiding as we ascended the bleak stone staircase and made our way down the long corridor with its vista of whitewashed wall and dun-coloured doors . |	|Near the further end a low arched passage branched away from it and led to the chemical laboratory . |	|This was a lofty chamber , lined and littered with countless bottles . |	0										
0.228087643015917	152	|`` My friend here wants to take diggings , and as you were complaining that you could get no one to go halves with you , I thought that I had better bring you together . '' |	|Sherlock Holmes seemed delighted at the idea of sharing his rooms with me . |	|`` I have my eye on a suite in Baker Street , '' he said , `` which would suit us down to the ground . |	2	MR. SHERLOCK HOLMES	DEFAULT								
0.778803720618259	126	|So is the microscopic examination for blood corpuscles . |	|The latter is valueless if the stains are a few hours old . |	|Now , this appears to act as well whether the blood is old or new . |	0										
0.092712313061383	176	|`` Call for me here at noon to-morrow , and we 'll go together and settle everything , '' he answered . |	|`` All right -- noon exactly , '' said I , shaking his hand . |	|We left him working among his chemicals , and we walked together towards my hotel . |	2	DEFAULT	DEFAULT								
0.236338931223182	33	|-LSB- 3 -RSB- I answered . |	|`` Trying to solve the problem as to whether it is possible to get comfortable rooms at a reasonable price . '' |	|`` That 's a strange thing , '' remarked my companion ; `` you are the second man to-day that has used that expression to me . '' |	0										
0.704433768029033	101	|`` You have been in Afghanistan , I perceive . '' |	|`` How on earth did you know that ? '' |	|I asked in astonishment . |	1	DEFAULT									
0.745771502580807	68	|`` If we do n't get on it will be easy to part company , '' I answered . |	|`` It seems to me , Stamford , '' I added , looking hard at my companion , `` that you have some reason for washing your hands of the matter . |	|Is this fellow 's temper so formidable , or what is it ? |	2	Stamford	DEFAULT								
0.615630898128608	140	|`` You are to be congratulated , '' I remarked , considerably surprised at his enthusiasm . |	|`` There was the case of Von Bischoff at Frankfort last year . |	|He would certainly have been hung had this test been in existence . |	1	Von Bischoff									
0.741960755907812	168	|`` I keep a bull pup , '' I said , `` and I object to rows because my nerves are shaken , and I get up at all sorts of ungodly hours , and I am extremely lazy . |	|I have another set of vices when I 'm well , but those are the principal ones at present . '' |	|`` Do you include violin-playing in your category of rows ? '' |	1	DEFAULT									
0.90158384924321	125	|The old Guiacum test was very clumsy and uncertain . |	|So is the microscopic examination for blood corpuscles . |	|The latter is valueless if the stains are a few hours old . |	0										
0.25911063714915	9	|I was removed from my brigade and attached to the Berkshires , with whom I served at the fatal battle of Maiwand . |	|There I was struck on the shoulder by a Jezail bullet , which shattered the bone and grazed the subclavian artery . |	|I should have fallen into the hands of the murderous Ghazis had it not been for the devotion and courage shown by Murray , my orderly , who threw me across a pack-horse , and succeeded in bringing me safely to the British lines . |	1	DEFAULT									
0.432205975254727	11	|I should have fallen into the hands of the murderous Ghazis had it not been for the devotion and courage shown by Murray , my orderly , who threw me across a pack-horse , and succeeded in bringing me safely to the British lines . |	|Worn with pain , and weak from the prolonged hardships which I had undergone , I was removed , with a great train of wounded sufferers , to the base hospital at Peshawar . |	|Here I rallied , and had already improved so far as to be able to walk about the wards , and even to bask a little upon the verandah , when I was struck down by enteric fever , that curse of our Indian possessions . |	1	DEFAULT									
0.902201801602545	6	|On landing at Bombay , I learned that my corps had advanced through the passes , and was already deep in the enemy 's country . |	|I followed , however , with many other officers who were in the same situation as myself , and succeeded in reaching Candahar in safety , where I found my regiment , and at once entered upon my new duties . |	|The campaign brought honours and promotion to many , but for me it had nothing but misfortune and disaster . |	1	DEFAULT									
0.245731892360182	167	|I laughed at this cross-examination . |	|`` I keep a bull pup , '' I said , `` and I object to rows because my nerves are shaken , and I get up at all sorts of ungodly hours , and I am extremely lazy . |	|I have another set of vices when I 'm well , but those are the principal ones at present . '' |	1	DEFAULT									
