Shuffle	sentenceID	pre-context	sentence to be annotated	post-context	# people sentence	character 1	character 2	character 3	character 4	character 5	character 6	character 7	character 8	character 9	character 10
0.181102383527683	144	|says Tom Sawyer . |	|`` Yes , he 's got a father , but you ca n't never find him these days . |	|He used to lay drunk with the hogs in the tanyard , but he hai n't been seen in these parts for a year or more . '' |	1	DEFAULT									
0.81614706133123	162	|We stop stages and carriages on the road , with masks on , and kill the people and take their watches and money . '' |	|`` Must we always kill the people ? '' |	|`` Oh , certainly . |	0										
0.87474494264251	211	|But Tom give him five cents to keep quiet , and said we would all go home and meet next week , and rob somebody and kill some people . |	|Ben Rogers said he could n't get out much , only Sundays , and so he wanted to begin next Sunday ; but all the boys said it would be wicked to do it on Sunday , and that settled the thing . |	|They agreed to get together and fix a day as soon as they could , and then we elected Tom Sawyer first captain and Jo Harper second captain of the Gang , and so started home . |	1	Ben Rogers									
0.752107958109898	65	|me-yow ! '' |	|down there . |	|That was good ! |	0										
0.562560996723797	45	|I asked her if she reckoned Tom Sawyer would go there , and she said not by a considerable sight . |	|I was glad about that , because I wanted him and me to be together . |	|Miss Watson she kept pecking at me , and it got tiresome and lonesome . |	2	Tom Sawyer	DEFAULT								
0.352896079670842	74	|When we was passing by the kitchen I fell over a root and made a noise . |	|We scrouched down and laid still . |	|Miss Watson 's big nigger , named Jim , was setting in the kitchen door ; we could see him pretty clear , because there was a light behind him . |	0										
0.994573985898759	99	|I reckoned I could n't stand it more â€™n a minute longer , but I set my teeth hard and got ready to try . |	|Just then Jim begun to breathe heavy ; next he begun to snore -- and then I was pretty soon comfortable again . |	|Tom he made a sign to me -- kind of a little noise with his mouth -- and we went creeping away on our hands and knees . |	2	DEFAULT	Jim								
0.547062119866141	88	|Well , I know what I 's gwyne to do : I 's gwyne to set down here and listen tell I hears it agin . '' |	|So he set down on the ground betwixt me and Tom . |	|He leaned his back up against a tree , and stretched his legs out till one of them most touched one of mine . |	3	Tom Sawyer	DEFAULT	DEFAULT							
0.942925454249009	173	|`` Why , blame it all , we 've _ got _ to do it . |	|Do n't I tell you it 's in the books ? |	|Do you want to go to doing different from what 's in the books , and get things all muddled up ? '' |	2	DEFAULT	DEFAULT								
0.936131730511589	109	|I waited , and it seemed a good while , everything was so still and lonesome . |	|As soon as Tom was back we cut along the path , around the garden fence , and by and by fetched up on the steep top of the hill the other side of the house . |	|Tom said he slipped Jim 's hat off of his head and hung it on a limb right over him , and Jim stirred a little , but he did n't wake . |	1	Tom Sawyer									
0.112492900589356	194	|-- that 's the idea . |	|Do n't you reckon that the people that made the books knows what 's the correct thing to do ? |	|Do you reckon _ you _ can learn ` em anything ? |	1	DEFAULT									
0.172223064480928	92	|It itched till the tears come into my eyes . |	|But I das n't scratch . |	|Then it begun to itch on the inside . |	1	DEFAULT									
0.085703562233711	158	|stealing cattle and such things ai n't robbery ; it 's burglary , '' says Tom Sawyer . |	|`` We ai n't burglars . |	|That ai n't no sort of style . |	0										
0.247051430747117	134	|So Tom got out a sheet of paper that he had wrote the oath on , and read it . |	|It swore every boy to stick to the band , and never tell any of the secrets ; and if anybody done anything to any boy in the band , whichever boy was ordered to kill that person and his family must do it , and he must n't eat and he must n't sleep till he had killed them and hacked a cross in their breasts , which was the sign of the band . |	|And nobody that did n't belong to the band could use that mark , and if he did he must be sued ; and if he done it again he must be killed . |	0										
0.887164563740811	129	|Tom poked about amongst the passages , and pretty soon ducked under a wall where you would n't a noticed that there was a hole . |	|We went along a narrow place and got into a kind of room , all damp and sweaty and cold , and there we stopped . |	|Tom says : `` Now , we 'll start this band of robbers and call it Tom Sawyer 's Gang . |	0										
0.76986416633179	25	|She said it was a mean practice and was n't clean , and I must try to not do it any more . |	|That is just the way with some people . |	|They get down on a thing when they do n't know nothing about it . |	0										
0.28478626951335	108	|Then we got out , and I was in a sweat to get away ; but nothing would do Tom but he must crawl to where Jim was , on his hands and knees , and play something on him . |	|I waited , and it seemed a good while , everything was so still and lonesome . |	|As soon as Tom was back we cut along the path , around the garden fence , and by and by fetched up on the steep top of the hill the other side of the house . |	1	DEFAULT									
0.711652504746448	44	|But I never said so . |	|I asked her if she reckoned Tom Sawyer would go there , and she said not by a considerable sight . |	|I was glad about that , because I wanted him and me to be together . |	3	DEFAULT	DEFAULT	Tom Sawyer							
0.230540376719716	23	|Pretty soon I wanted to smoke , and asked the widow to let me . |	|But she would n't . |	|She said it was a mean practice and was n't clean , and I must try to not do it any more . |	1	DEFAULT									
0.038460556589497	113	|And next time Jim told it he said they rode him down to New Orleans ; and , after that , every time he told it he spread it more and more , till by and by he said they rode him all over the world , and tired him most to death , and his back was all over saddle-boils . |	|Jim was monstrous proud about it , and he got so he would n't hardly notice the other niggers . |	|Niggers would come miles to hear Jim tell about it , and he was more looked up to than any nigger in that country . |	1	Jim									
0.03512350701249	87	|Dog my cats ef I didn ' hear sumf â€™n . |	|Well , I know what I 's gwyne to do : I 's gwyne to set down here and listen tell I hears it agin . '' |	|So he set down on the ground betwixt me and Tom . |	1	DEFAULT									
0.387778215089754	35	|Then she told me all about the bad place , and I said I wished I was there . |	|She got mad then , but I did n't mean no harm . |	|All I wanted was to go somewheres ; all I wanted was a change , I war n't particular . |	2	DEFAULT	DEFAULT								
0.492584852304391	107	|But Tom wanted to resk it ; so we slid in there and got three candles , and Tom laid five cents on the table for pay . |	|Then we got out , and I was in a sweat to get away ; but nothing would do Tom but he must crawl to where Jim was , on his hands and knees , and play something on him . |	|I waited , and it seemed a good while , everything was so still and lonesome . |	3	Tom Sawyer	Jim	DEFAULT							
0.047315519262523	205	|You fetch them to the cave , and you 're always as polite as pie to them ; and by and by they fall in love with you , and never want to go home any more . '' |	|`` Well , if that 's the way I 'm agreed , but I do n't take no stock in it . |	|Mighty soon we 'll have the cave so cluttered up with women , and fellows waiting to be ransomed , that there wo n't be no place for the robbers . |	1	DEFAULT									
0.041815351632133	75	|We scrouched down and laid still . |	|Miss Watson 's big nigger , named Jim , was setting in the kitchen door ; we could see him pretty clear , because there was a light behind him . |	|He got up and stretched his neck out about a minute , listening . |	2	Jim	Miss Watson								
0.852503895364363	95	|Next I got to itching underneath . |	|I did n't know how I was going to set still . |	|This miserableness went on as much as six or seven minutes ; but it seemed a sight longer than that . |	1	DEFAULT									
0.772754176255061	64	|Directly I could just barely hear a `` me-yow ! |	|me-yow ! '' |	|down there . |	0										
0.605483321909338	164	|`` Oh , certainly . |	|It 's best . |	|Some authorities think different , but mostly it 's considered best to kill them -- except some that you bring to the cave here , and keep them till they 're ransomed . '' |	0										
0.326125416141569	24	|But she would n't . |	|She said it was a mean practice and was n't clean , and I must try to not do it any more . |	|That is just the way with some people . |	2	DEFAULT	DEFAULT								
0.667390135328741	32	|I could n't stood it much longer . |	|Then for an hour it was deadly dull , and I was fidgety . |	|Miss Watson would say , `` Do n't put your feet up there , Huckleberry ; '' and `` Do n't scrunch up like that , Huckleberry -- set up straight ; '' and pretty soon she would say , `` Do n't gap and stretch like that , Huckleberry -- why do n't you try to behave ? '' |	1	Huck Finn									
0.596973220306356	37	|All I wanted was to go somewheres ; all I wanted was a change , I war n't particular . |	|She said it was wicked to say what I said ; said she would n't say it for the whole world ; she was going to live so as to go to the good place . |	|Well , I could n't see no advantage in going where she was going , so I made up my mind I would n't try for it . |	2	DEFAULT	DEFAULT								
0.180135724424352	6	|I never seen anybody but lied one time or another , without it was Aunt Polly , or the widow , or maybe Mary . |	|Aunt Polly -- Tom 's Aunt Polly , she is -- and Mary , and the Widow Douglas is all told about in that book , which is mostly a true book , with some stretchers , as I said before . |	|Now the way that the book winds up is this : Tom and me found the money that the robbers hid in the cave , and it made us rich . |	5	Aunt Polly	Tom Sawyer	Mary	Douglas	DEFAULT					
0.950107761630392	98	|I was itching in eleven different places now . |	|I reckoned I could n't stand it more â€™n a minute longer , but I set my teeth hard and got ready to try . |	|Just then Jim begun to breathe heavy ; next he begun to snore -- and then I was pretty soon comfortable again . |	1	DEFAULT									
0.494557229461945	157	|-- houses , or cattle , or -- '' `` Stuff ! |	|stealing cattle and such things ai n't robbery ; it 's burglary , '' says Tom Sawyer . |	|`` We ai n't burglars . |	1	Tom Sawyer									
0.841395021699246	168	|What 's that ? '' |	|`` I do n't know . |	|But that 's what they do . |	1	DEFAULT									
0.0778414174091	55	|Pretty soon a spider went crawling up my shoulder , and I flipped it off and it lit in the candle ; and before I could budge it was all shriveled up . |	|I did n't need anybody to tell me that that was an awful bad sign and would fetch me some bad luck , so I was scared and most shook the clothes off of me . |	|I got up and turned around in my tracks three times and crossed my breast every time ; and then I tied up a little lock of my hair with a thread to keep witches away . |	1	DEFAULT									
0.891313946292325	73	|WE went tiptoeing along a path amongst the trees back towards the end of the widow 's garden , stooping down so as the branches would n't scrape our heads . |	|When we was passing by the kitchen I fell over a root and made a noise . |	|We scrouched down and laid still . |	1	DEFAULT									
0.775717316346677	197	|Not by a good deal . |	|No , sir , we 'll just go on and ransom them in the regular way . '' |	|`` All right . |	0										
0.203846155675678	69	|me-yow ! '' |	|as soft as I could , and then I put out the light and scrambled out of the window on to the shed . |	|Then I slipped down to the ground and crawled in among the trees , and , sure enough , there was Tom Sawyer waiting for me . |	1	DEFAULT									
0.955012970195507	81	|There was a place on my ankle that got to itching , but I das n't scratch it ; and then my ear begun to itch ; and next my back , right between my shoulders . |	|Seemed like I 'd die if I could n't scratch . |	|Well , I 've noticed that thing plenty times since . |	1	DEFAULT									
0.908470300491801	82	|Seemed like I 'd die if I could n't scratch . |	|Well , I 've noticed that thing plenty times since . |	|If you are with the quality , or at a funeral , or trying to go to sleep when you ai n't sleepy -- if you are anywheres where it wo n't do for you to scratch , why you will itch all over in upwards of a thousand places . |	1	DEFAULT									
0.421859147637846	202	|`` Well , Ben Rogers , if I was as ignorant as you I would n't let on . |	|Kill the women ? |	|No ; nobody ever saw anything in the books like that . |	0										
0.28546028408569	212	|Ben Rogers said he could n't get out much , only Sundays , and so he wanted to begin next Sunday ; but all the boys said it would be wicked to do it on Sunday , and that settled the thing . |	|They agreed to get together and fix a day as soon as they could , and then we elected Tom Sawyer first captain and Jo Harper second captain of the Gang , and so started home . |	|I clumb up the shed and crept into my window just before day was breaking . |	2	Tom Sawyer	Jo Harper								
0.081121594850394	142	|Then Ben Rogers says : `` Here 's Huck Finn , he hai n't got no family ; what you going to do ` bout him ? '' |	|`` Well , hai n't he got a father ? '' |	|says Tom Sawyer . |	1	Huck Finn									
0.746694506409681	29	|And she took snuff , too ; of course that was all right , because she done it herself . |	|Her sister , Miss Watson , a tolerable slim old maid , with goggles on , had just come to live with her , and took a set at me now with a spelling-book . |	|She worked me middling hard for about an hour , and then the widow made her ease up . |	2	DEFAULT	Miss Watson								
0.461443562327255	170	|But that 's what they do . |	|I 've seen it in books ; and so of course that 's what we 've got to do . '' |	|`` But how can we do it if we do n't know what it is ? '' |	1	DEFAULT									
0.525494598230984	85	|Pretty soon Jim says : `` Say , who is you ? |	|Whar is you ? |	|Dog my cats ef I didn ' hear sumf â€™n . |	1	DEFAULT									
0.015653586853468	121	|Niggers would come from all around there and give Jim anything they had , just for a sight of that five-center piece ; but they would n't touch it , because the devil had had his hands on it . |	|Jim was most ruined for a servant , because he got stuck up on account of having seen the devil and been rode by witches . |	|Well , when Tom and me got to the edge of the hilltop we looked away down into the village and could see three or four lights twinkling , where there was sick folks , maybe ; and the stars over us was sparkling ever so fine ; and down by the village was the river , a whole mile broad , and awful still and grand . |	1	Jim									
0.296843751906424	159	|`` We ai n't burglars . |	|That ai n't no sort of style . |	|We are highwaymen . |	0										
0.884552447285829	52	|The stars were shining , and the leaves rustled in the woods ever so mournful ; and I heard an owl , away off , who-whooing about somebody that was dead , and a whippowill and a dog crying about somebody that was going to die ; and the wind was trying to whisper something to me , and I could n't make out what it was , and so it made the cold shivers run over me . |	|Then away out in the woods I heard that kind of a sound that a ghost makes when it wants to tell about something that 's on its mind and ca n't make itself understood , and so ca n't rest easy in its grave , and has to go about that way every night grieving . |	|I got so down-hearted and scared I did wish I had some company . |	1	DEFAULT									
0.750486617733796	153	|Then they all stuck a pin in their fingers to get blood to sign with , and I made my mark on the paper . |	|`` Now , '' says Ben Rogers , `` what 's the line of business of this Gang ? '' |	|`` Nothing only robbery and murder , '' Tom said . |	1	Ben Rogers									
0.077829657879447	60	|I set down again , a-shaking all over , and got out my pipe for a smoke ; for the house was all as still as death now , and so the widow would n't know . |	|Well , after a long time I heard the clock away off in the town go boom -- boom -- boom -- twelve licks ; and all still again -- stiller than ever . |	|Pretty soon I heard a twig snap down in the dark amongst the trees -- something was a stirring . |	1	DEFAULT									
0.561983010750288	177	|-- that 's the thing I want to get at . |	|Now , what do you reckon it is ? '' |	|`` Well , I do n't know . |	1	DEFAULT									
0.060730541837662	111	|Tom said he slipped Jim 's hat off of his head and hung it on a limb right over him , and Jim stirred a little , but he did n't wake . |	|Afterwards Jim said the witches be witched him and put him in a trance , and rode him all over the State , and then set him under the trees again , and hung his hat on a limb to show who done it . |	|And next time Jim told it he said they rode him down to New Orleans ; and , after that , every time he told it he spread it more and more , till by and by he said they rode him all over the world , and tired him most to death , and his back was all over saddle-boils . |	1	Jim									
0.313847637681659	40	|But I never said so , because it would only make trouble , and would n't do no good . |	|Now she had got a start , and she went on and told me all about the good place . |	|She said all a body would have to do there was to go around all day long with a harp and sing , forever and ever . |	2	DEFAULT	DEFAULT								
0.807998770316888	3	|That book was made by Mr. Mark Twain , and he told the truth , mainly . |	|There was things which he stretched , but mainly he told the truth . |	|That is nothing . |	1	Mr. Mark Twain									
0.185742561826835	174	|Do n't I tell you it 's in the books ? |	|Do you want to go to doing different from what 's in the books , and get things all muddled up ? '' |	|`` Oh , that 's all very fine to _ say _ , Tom Sawyer , but how in the nation are these fellows going to be ransomed if we do n't know how to do it to them ? |	1	Tom Sawyer									
0.423487762557886	83	|Well , I 've noticed that thing plenty times since . |	|If you are with the quality , or at a funeral , or trying to go to sleep when you ai n't sleepy -- if you are anywheres where it wo n't do for you to scratch , why you will itch all over in upwards of a thousand places . |	|Pretty soon Jim says : `` Say , who is you ? |	1	DEFAULT									
0.608834791232702	102	|When we was ten foot off Tom whispered to me , and wanted to tie Jim to the tree for fun . |	|But I said no ; he might wake and make a disturbance , and then they 'd find out I war n't in . |	|Then Tom said he had n't got candles enough , and he would slip in the kitchen and get some more . |	2	DEFAULT	Jim								
0.273746146425671	192	|`` Because it ai n't in the books so -- that 's why . |	|Now , Ben Rogers , do you want to do things regular , or do n't you ? |	|-- that 's the idea . |	1	Ben Rogers									
0.817543776938269	31	|She worked me middling hard for about an hour , and then the widow made her ease up . |	|I could n't stood it much longer . |	|Then for an hour it was deadly dull , and I was fidgety . |	1	DEFAULT									
0.306057314433736	11	|Well , Judge Thatcher he took it and put it out at interest , and it fetched us a dollar a day apiece all the year round -- more than a body could tell what to do with . |	|The Widow Douglas she took me for her son , and allowed she would sivilize me ; but it was rough living in the house all the time , considering how dismal regular and decent the widow was in all her ways ; and so when I could n't stand it no longer I lit out . |	|I got into my old rags and my sugar-hogshead again , and was free and satisfied . |	2	DEFAULT	Douglas								
0.605014419591942	120	|Jim always kept that five-center piece round his neck with a string , and said it was a charm the devil give to him with his own hands , and told him he could cure anybody with it and fetch witches whenever he wanted to just by saying something to it ; but he never told what it was he said to it . |	|Niggers would come from all around there and give Jim anything they had , just for a sight of that five-center piece ; but they would n't touch it , because the devil had had his hands on it . |	|Jim was most ruined for a servant , because he got stuck up on account of having seen the devil and been rode by witches . |	1	Jim									
0.653540283877819	33	|Then for an hour it was deadly dull , and I was fidgety . |	|Miss Watson would say , `` Do n't put your feet up there , Huckleberry ; '' and `` Do n't scrunch up like that , Huckleberry -- set up straight ; '' and pretty soon she would say , `` Do n't gap and stretch like that , Huckleberry -- why do n't you try to behave ? '' |	|Then she told me all about the bad place , and I said I wished I was there . |	2	Miss Watson	Huck Finn								
0.105324293677276	190	|I think that 's foolishness . |	|Why ca n't a body take a club and ransom them as soon as they get here ? '' |	|`` Because it ai n't in the books so -- that 's why . |	0										
0.189195895607222	116	|Strange niggers would stand with their mouths open and look him all over , same as if he was a wonder . |	|Niggers is always talking about witches in the dark by the kitchen fire ; but whenever one was talking and letting on to know all about such things , Jim would happen in and say , `` Hm ! |	|What you know ` bout witches ? '' |	1	Jim									
0.116297362136479	103	|But I said no ; he might wake and make a disturbance , and then they 'd find out I war n't in . |	|Then Tom said he had n't got candles enough , and he would slip in the kitchen and get some more . |	|I did n't want him to try . |	1	Tom Sawyer									
0.467258754746879	10	|It was an awful sight of money when it was piled up . |	|Well , Judge Thatcher he took it and put it out at interest , and it fetched us a dollar a day apiece all the year round -- more than a body could tell what to do with . |	|The Widow Douglas she took me for her son , and allowed she would sivilize me ; but it was rough living in the house all the time , considering how dismal regular and decent the widow was in all her ways ; and so when I could n't stand it no longer I lit out . |	1	Thatcher									
0.288627054912669	185	|`` How you talk , Ben Rogers . |	|How can they get loose when there 's a guard over them , ready to shoot them down if they move a peg ? '' |	|`` A guard ! |	0										
0.415424094879297	146	|He used to lay drunk with the hogs in the tanyard , but he hai n't been seen in these parts for a year or more . '' |	|They talked it over , and they was going to rule me out , because they said every boy must have a family or somebody to kill , or else it would n't be fair and square for the others . |	|Well , nobody could think of anything to do -- everybody was stumped , and set still . |	1	DEFAULT									
0.171376768253166	46	|I was glad about that , because I wanted him and me to be together . |	|Miss Watson she kept pecking at me , and it got tiresome and lonesome . |	|By and by they fetched the niggers in and had prayers , and then everybody was off to bed . |	2	Miss Watson	DEFAULT								
0.405802435541306	93	|But I das n't scratch . |	|Then it begun to itch on the inside . |	|Next I got to itching underneath . |	0										
0.064743179459845	4	|There was things which he stretched , but mainly he told the truth . |	|That is nothing . |	|I never seen anybody but lied one time or another , without it was Aunt Polly , or the widow , or maybe Mary . |	0										
