Shuffle	sentenceID	pre-context	sentence to be annotated	post-context	# people sentence	character 1	character 2	character 3	character 4	character 5	character 6	character 7	character 8	character 9	character 10
0.327793542623944	62	|But one of the students was fool enough to ask where the advantage lay . |	|` My good boy ! ' |	|The Director wheeled sharply round on him . |	1	The Director									
0.020940764448428	114	|cried the Director , and clapped Mr. Foster on the shoulder . |	|` Come along with us , and give these boys the benefit of your expert knowledge . ' |	|Mr. Foster smiled modestly . |	1	Mr. Foster									
0.323760179225276	10	|Bent over their instruments , three hundred Fertilizers were plunged , as the Director of Hatcheries and Conditioning entered the room , in the scarcely breathing silence , the absent-minded , soliloquizing hum or whistle , of absorbed concentration . |	|A troop of newly arrived students , very young , pink and callow , followed nervously , rather abjectly , at the Director 's heels . |	|Each of them carried a notebook , in which , whenever the great man spoke , he desperately scribbled . |	1	The Director									
0.574785358811515	3	|The enormous room on the ground floor faced towards the north . |	|Cold for all the summer beyond the panes , for all the tropical heat of the room itself , a harsh thin light glared through the windows , hungrily seeking some draped lay figure , some pallid shape of academic goose - flesh , but finding only the glass and nickel and bleakly shining porce - lain of a laboratory . |	|Wintriness responded to wintriness . |	0										
0.721002070575917	33	|I shall begin at the beginning , ' said the D.H.C. and the more zealous students recorded his intention in their notebooks : Begin at the begin - ning . |	|` These , ' he waved his hand , ` are the incubators . ' |	|And opening an insulated door he showed them racks upon racks of numbered test - tubes . |	1	D.H.C.									
0.861589518759747	88	|But our business is to stabilize the population at this moment , here and now . |	|Dribbling out twins over a quarter of a century-what would be the use of that ? ' |	|Obviously , no use at all . |	0										
0.649786960979033	289	|` You ca n't really do any useful intellectual conditioning till the foetuses have lost their tails . |	|Follow me . ' |	|But the Director had looked at his watch . |	1	DEFAULT									
0.700108107061394	191	|So we allow as many as thirty per cent of the female embryos to develop normally . |	|The others get a dose of male sex-hormone every twenty-four metres for the rest of the course . |	|Result : they 're decanted as freemartins-structurally quite normal -LRB- except , ' he had to admit , ` that they do have the slightest tendency to grow beards -RRB- , but sterile . |	0										
0.640782034869371	79	|` If we could bo - kanovskify indefinitely the whole problem would be solved . ' |	|Solved by standard Gammas , unvarying Deltas , uniform Epsilons . |	|Mil - lions of identical twins . |	0										
0.278000658074787	155	|Mr. Foster was only too happy to give them a few figures . |	|Two hundred and twenty metres long , two hundred wide , ten high . |	|He pointed upwards . |	0										
0.746924041493748	40	|Still leaning against the incubators he gave them , while the pencils scurried illegibly across the pages , a brief description of the modern fertilizing process ; spoke first , of course , of its surgical introduc - tion - ` the operation undergone voluntarily for the good of Society , not to mention the fact that it carries a bonus amounting to six months ' salary ' ; continued with some account of the technique for preserving the excised ovary alive and actively developing ; passed on to a consid - eration of optimum temperature , salinity , viscosity ; referred to the liq - uor in which the detached and ripened eggs were kept ; and , leading his charges to the work tables , actually showed them how this liquor was drawn off from the test-tubes ; how it was let out drop by drop onto the specially warmed slides of the microscopes ; how the eggs which it contained were inspected for abnormalities , counted and transferred to a porous receptacle ; how -LRB- and he now took them to watch the operation -RRB- this receptacle was immersed in a warm bouillon containing free-swimming spermatozoa-at a minimum concentration of one hundred thousand per cubic centimetre , he insisted ; and how , after ten minutes , the container was lifted out of the liquor and its contents re-examined ; how , if any of the eggs remained unfertilized , it was again immersed , and , if necessary , yet again ; how the fertilized ova went back to the incubators ; where the Alphas and Betas re - mained until definitely bottled ; while the Gammas , Deltas and Epsilons were brought out again , after only thirty-six hours , to undergo Bo - kanovsky 's Process . |	|` Bokanovsky 's Process , ' repeated the Director , and the students un - derlined the words in their little notebooks . |	|One egg , one embryo , one adult-normality . |	1	The Director									
0.686268500367564	24	|The boys scribbled like mad . |	|Tall and rather thin but upright , the Director advanced into the room . |	|He had a long chin and big rather prominent teeth , just covered , when he was not talking , by his full , floridly curved lips . |	1	The Director									
0.485277602092308	229	|` But in Epsilons , ' said Mr. Foster very justly , ` we do n't need human in - telligence . ' |	|Did n't need and did n't get it . |	|But though the Epsilon mind was mature at ten , the Epsilon body was not fit to work till eighteen . |	0										
0.602776350452106	44	|From eight to ninety-six buds , and every bud will grow into a perfectly formed embryo , and every embryo into a full-sized adult . |	|Making ninety-six human beings grow where only one grew before . |	|Progress . |	0										
0.900191361364904	276	|Then , turning back to Lenina , ` Ten to five on the roof this afternoon , ' he said , ` as usual . ' |	|` Charming , ' said the Director once more , and , with a final pat , moved away after the others . |	|On Rack 10 rows of next generation 's chemical workers were being trained in the toleration of lead , caustic soda , tar , chlorine . |	1	The Director									
0.244280523533687	245	|Six-year-old men and women were too stupid to do even Epsilon work . |	|And the process was an all-or-nothing one ; ei - ther you failed to modify at all , or else you modified the whole way . |	|They were still trying to find the ideal compromise between adults of twenty and adults of six . |	0										
0.272377853748311	156	|Two hundred and twenty metres long , two hundred wide , ten high . |	|He pointed upwards . |	|Like chickens drinking , the students lifted their eyes towards the distant ceiling . |	1	DEFAULT									
0.193098446452285	56	|A few died ; of the rest , the least susceptible divided into two ; most put out four buds ; some eight ; all were returned to the incubators , where the buds began to develop ; then , after two days , were suddenly chilled , chilled and checked . |	|Two , four , eight , the buds in their turn budded ; and having budded were dosed almost to death with alcohol ; consequently burgeoned again and having budded-bud out of bud out of bud-were thereafter-further arrest being generally fatal-left to develop in peace . |	|By which time the original egg was in a fair way to becoming anything from eight to ninety-six embryos - a prodigious improvement , you will agree , on nature . |	0										
0.427991856100078	34	|` These , ' he waved his hand , ` are the incubators . ' |	|And opening an insulated door he showed them racks upon racks of numbered test - tubes . |	|` The week 's supply of ova . |	1	DEFAULT									
0.0991042834859	286	|We have a big batch of them on Rack 5 . |	|First Gallery level , ' he called to two boys who had started to go down to the ground floor . |	|` They 're round about Metre 900 , ' he explained . |	1	DEFAULT									
0.475196779458166	270	|` What are you giving them ? ' |	|asked Mr. Foster , making his tone very professional . |	|` Oh , the usual typhoid and sleeping sickness . ' |	1	Mr. Foster									
0.94776530761817	78	|Grand words . |	|` If we could bo - kanovskify indefinitely the whole problem would be solved . ' |	|Solved by standard Gammas , unvarying Deltas , uniform Epsilons . |	0										
0.778753913505057	212	|` Ass ! ' |	|said the Director , breaking a long silence . |	|` Has n't it occurred to you that an Epsilon embryo must have an Epsilon environment as well as an Epsilon heredity ? ' |	1	The Director									
0.540141061880699	193	|Result : they 're decanted as freemartins-structurally quite normal -LRB- except , ' he had to admit , ` that they do have the slightest tendency to grow beards -RRB- , but sterile . |	|Guaranteed sterile . |	|Which brings us at last , ' continued Mr. Foster , ` out of the realm of mere slavish imitation of nature into the much more in - teresting world of human invention . ' |	0										
0.184438274421201	244	|But socially useless . |	|Six-year-old men and women were too stupid to do even Epsilon work . |	|And the process was an all-or-nothing one ; ei - ther you failed to modify at all , or else you modified the whole way . |	0										
0.364731269715678	133	|` So many individuals , of such and such quality , ' said Mr. Foster . |	|` Distributed in such and such quantities . ' |	|` The optimum Decanting Rate at any given moment . ' |	0										
0.24000192082587	172	|` Let 's walk around . |	|You tell them everything , Mr. Foster . ' |	|Mr. Foster duly told them . |	1	Mr. Foster									
0.652336374779729	54	|It took eight minutes for the tubes to go through , he told them . |	|Eight minutes of hard X-rays being about as much as an egg can stand . |	|A few died ; of the rest , the least susceptible divided into two ; most put out four buds ; some eight ; all were returned to the incubators , where the buds began to develop ; then , after two days , were suddenly chilled , chilled and checked . |	0										
0.775485097733035	220	|At seventy per cent of normal oxygen you got dwarfs . |	|At less than seventy eye - less monsters . |	|` Who are no use at all , ' concluded Mr. Foster . |	0										
0.102364057817558	200	|The D.H.C. acknowledged the compliment with a smile . |	|They were passing Metre 320 on Rack 11 . |	|A young Beta-Minus me - chanic was busy with screw-driver and spanner on the blood-surrogate pump of a passing bottle . |	0										
0.988701956415351	239	|Could the individual Epsilon embryo be made a revert , by a suitable technique , to the normality of dogs and cows ? |	|That was the problem . |	|And it was all but solved . |	0										
0.839453681565043	18	|For particulars , as every one knows , make for virtue and happiness ; generalities are intellectu - ally necessary evils . |	|Not philosophers but fret-sawyers and stamp col - lectors compose the backbone of society . |	|` To-morrow , ' he would add , smiling at them with a slightly menacing geniality , ` you 'll be settling down to serious work . |	0										
0.864741382608795	122	|the lift-hatches hew open ; the bottle-liner had only to reach out a hand , take the flap , insert , smooth-down , and be - fore the lined bottle had had time to travel out of reach along the end - less band , whizz , click ! |	|another flap of peritoneum had shot up from the depths , ready to be slipped into yet another bottle , the next of that slow interminable procession on the band . |	|Next to the Liners stood the Matriculators . |	0										
0.630495850671788	129	|` Containing all the relevant information , ' added the Director . |	|` Brought up to date every morning . ' |	|` And co-ordinated every afternoon . ' |	0										
0.256588339284815	260	|` And that , ' put in the Director sententiously , ` that is the secret of hap - piness and virtue-liking what you 've got to do . |	|All conditioning aims at that : making people like their unescapable social destiny . ' |	|In a gap between two tunnels , a nurse was delicately probing with a long fine syringe into the gelatinous contents of a passing bottle . |	0										
0.929126955283155	76	|He quoted the planetary motto . |	|` Community , Identity , Stability . ' |	|Grand words . |	0										
0.974275724014795	47	|` Essentially , ' the D.H.C. concluded , ` bokanovskification consists of a series of arrests of development . |	|We check the normal growth and , paradoxically enough , the egg responds by budding . ' |	|Responds by budding . |	0										
0.519745271794523	116	|Mr. Foster smiled modestly . |	|` With pleasure . ' |	|They went . |	0										
0.515999429596649	37	|Kept , ' he explained , ` at blood heat ; whereas the male gametes , ' and here he opened another door , ` they have to be kept at thirty-five instead of thirty-seven . |	|Full blood heat sterilizes . ' |	|Rams wrapped in theremogene beget no lambs . |	0										
0.161334694315077	110	|Over twelve thousand seven hundred children already , ei - ther decanted or in embryo . |	|And still going strong . |	|We 'll beat them yet . ' |	0										
0.859102670686011	154	|` Give them a few figures , Mr. Foster , ' said the Director , who was tired of talking . |	|Mr. Foster was only too happy to give them a few figures . |	|Two hundred and twenty metres long , two hundred wide , ten high . |	1	Mr. Foster									
0.515466536046063	285	|` And now , ' Mr. Foster went on , ` I 'd like to show you some very inter - esting conditioning for Alpha Plus Intellectuals . |	|We have a big batch of them on Rack 5 . |	|First Gallery level , ' he called to two boys who had started to go down to the ground floor . |	0										
0.458033146798901	99	|` Sixteen thousand and twelve in this Centre , ' Mr. Foster replied with - out hesitation . |	|He spoke very quickly , had a vivacious blue eye , and took an evident pleasure in quoting figures . |	|` Sixteen thousand and twelve ; in one hundred and eighty-nine batches of identicals . |	1	Mr. Foster									
0.741399393680544	228	|Hence , of course , that fruit of delayed development , the human intelligence . |	|` But in Epsilons , ' said Mr. Foster very justly , ` we do n't need human in - telligence . ' |	|Did n't need and did n't get it . |	1	Mr. Foster									
0.016711192917143	213	|said the Director , breaking a long silence . |	|` Has n't it occurred to you that an Epsilon embryo must have an Epsilon environment as well as an Epsilon heredity ? ' |	|It evidently had n't occurred to him . |	1	DEFAULT									
0.96048582263181	145	|And opening a door Mr. Foster led the way down a staircase into the basement . |	|The temperature was still tropical . |	|They descended into a thickening twilight . |	0										
0.483234927339025	135	|` The optimum Decanting Rate at any given moment . ' |	|` Unforeseen wastages promptly made good . ' |	|` Promptly , ' repeated Mr. Foster . |	0										
0.167565107776515	63	|` My good boy ! ' |	|The Director wheeled sharply round on him . |	|` Ca n't you see ? |	2	The Director	DEFAULT								
0.692270909428233	274	|` The embryos still have gills . |	|We immunize the fish against the future man 's diseases . ' |	|Then , turning back to Lenina , ` Ten to five on the roof this afternoon , ' he said , ` as usual . ' |	0										
0.090666509951537	242	|Pilkington , at Mombasa , had produced individuals who were sexually mature at four and full-grown at six and a half . |	|A scientific triumph . |	|But socially useless . |	0										
0.549552143342136	28	|Thirty ? |	|Fifty ? |	|Fifty-five ? |	0										
0.209306897727405	197	|For of course , they did n't content themselves with merely hatching out embryos : any cow could do that . |	|` We also predestine and condition . |	|We decant our babies as socialized human beings , as Alphas or Epsilons , as future sewage workers or fu - ture ... ' He was going to say ` future World controllers , ' but correcting himself , said ` future Directors of Hatcheries , ' instead . |	0										
0.786665314687363	233	|If the physical development could be speeded up till it was as quick , say , as a cow 's , what an enormous saving to the Community ! |	|` Enormous ! ' |	|murmured the students . |	0										
0.007477511912259	25	|Tall and rather thin but upright , the Director advanced into the room . |	|He had a long chin and big rather prominent teeth , just covered , when he was not talking , by his full , floridly curved lips . |	|Old , young ? |	1	The Director									
0.819668048939234	82	|The principle of mass production at last applied to biology . |	|` But , alas , ' the Director shook his head , ` we ca n't bokanovskify indefi - nitely . ' |	|Ninety-six seemed to be the limit ; seventy-two a good average . |	1	The Director									
0.430489855624679	22	|Meanwhile ... ' Meanwhile , it was a privilege . |	|Straight from the horse 's mouth into the notebook . |	|The boys scribbled like mad . |	0										
0.92623306635887	4	|Cold for all the summer beyond the panes , for all the tropical heat of the room itself , a harsh thin light glared through the windows , hungrily seeking some draped lay figure , some pallid shape of academic goose - flesh , but finding only the glass and nickel and bleakly shining porce - lain of a laboratory . |	|Wintriness responded to wintriness . |	|The overalls of the workers were white , their hands gloved with a pale corpse - coloured rubber . |	0										
0.720367704537425	198	|` We also predestine and condition . |	|We decant our babies as socialized human beings , as Alphas or Epsilons , as future sewage workers or fu - ture ... ' He was going to say ` future World controllers , ' but correcting himself , said ` future Directors of Hatcheries , ' instead . |	|The D.H.C. acknowledged the compliment with a smile . |	1	DEFAULT									
0.169287667659574	187	|` For of course , ' said Mr. Foster , ` in the vast majority of cases , fertility is merely a nuisance . |	|One fertile ovary in twelve hundred-that would really be quite sufficient for our purposes . |	|But we want to have a good choice . |	0										
0.098221352953176	93	|Fertilize and bo - kanovskify-in other words , multiply by seventy-two-and you get an average of nearly eleven thousand brothers and sisters in a hundred and fifty batches of identical twins , all within two years of the same age . |	|` And in exceptional cases we can make one ovary yield us over fifteen thousand adult individuals . ' |	|Beckoning to a fair-haired , ruddy young man who happened to be passing at the moment . |	0										
0.638623260028023	139	|He laughed good - humouredly and shook his head . |	|` The Predestinators send in their figures to the Fertilizers . ' |	|` Who give them the embryos they ask for . ' |	0										
0.721800130644237	257	|Later on their minds would be made to endorse the judgment of their bodies . |	|` We condition them to thrive on heat , ' concluded Mr. Foster . |	|` Our colleagues upstairs will teach them to love it . ' |	1	Mr. Foster									
0.403015139690768	158	|Like chickens drinking , the students lifted their eyes towards the distant ceiling . |	|Three tiers of racks : ground floor level , first gallery , second gallery . |	|The spidery steel-work of gallery above gallery faded away in all direc - tions into the dark . |	0										
0.676225621710359	60	|` Scores , ' the Director repeated and flung out his arms , as though he were distributing largesse . |	|` Scores . ' |	|But one of the students was fool enough to ask where the advantage lay . |	0										
0.002460608414525	41	|` Bokanovsky 's Process , ' repeated the Director , and the students un - derlined the words in their little notebooks . |	|One egg , one embryo , one adult-normality . |	|But a bokanovskified egg will bud , will proliferate , will divide . |	0										
0.16081949833101	131	|` And co-ordinated every afternoon . ' |	|` On the basis of which they make their calculations . ' |	|` So many individuals , of such and such quality , ' said Mr. Foster . |	0										
0.658119752963395	174	|Mr. Foster duly told them . |	|Told them of the growing embryo on its bed of peritoneum . |	|Made them taste the rich blood surrogate on which it fed . |	0										
0.327302574137274	205	|He moved two paces down the line and began the same process on the next pump . |	|` Reducing the number of revolutions per minute , ' Mr. Foster explained . |	|` The surrogate goes round slower ; therefore passes through the lung at longer intervals ; therefore gives the embryo less oxygen . |	1	Mr. Foster									
0.241574607789017	50	|The pencils were busy . |	|He pointed . |	|On a very slowly moving band a rack-full of test-tubes was entering a large metal box , another , rack-full was emerging . |	1	DEFAULT									
0.660343442428257	30	|Fifty-five ? |	|It was hard to say . |	|And anyhow the question did n't arise ; in this year of stability , A. F. 632 , it did n't occur to you to ask it . ' |	0										
0.011930319119908	253	|Hot tunnels alternated with cool tunnels . |	|Coolness was wedded to dis - comfort in the form of hard X-rays . |	|By the time they were decanted the embryos had a horror of cold . |	0										
0.146846802247565	232	|Long years of superfluous and wasted immaturity . |	|If the physical development could be speeded up till it was as quick , say , as a cow 's , what an enormous saving to the Community ! |	|` Enormous ! ' |	0										
0.70514919443513	117	|` With pleasure . ' |	|They went . |	|In the Bottling Room all was harmonious bustle and ordered activity . |	0										
0.441478981214127	160	|The spidery steel-work of gallery above gallery faded away in all direc - tions into the dark . |	|Near them three red ghosts were busily unloading demijohns from a moving staircase . |	|The escalator from the Social Predestination Room . |	0										
0.475332167136004	176	|Made them taste the rich blood surrogate on which it fed . |	|Explained why it had to be stimulated with placentin and thyroxin . |	|Told them of the corpus lu - teum extract . |	0										
0.697665239439308	27	|Old , young ? |	|Thirty ? |	|Fifty ? |	0										
0.246977902997376	214	|` Has n't it occurred to you that an Epsilon embryo must have an Epsilon environment as well as an Epsilon heredity ? ' |	|It evidently had n't occurred to him . |	|He was covered with confusion . |	1	DEFAULT									
0.257811209152793	163	|Each bottle could be placed on one of fifteen racks , each rack , though you could n't see it , was a conveyor traveling at the rate of thirty-three and a third centimetres an hour . |	|Two hundred and sixty-seven days at eight metres a day . |	|Two thousand one hundred and thirty-six metres in all . |	0										
0.857278089365126	288	|` They 're round about Metre 900 , ' he explained . |	|` You ca n't really do any useful intellectual conditioning till the foetuses have lost their tails . |	|Follow me . ' |	0										
0.18408566494711	159	|Three tiers of racks : ground floor level , first gallery , second gallery . |	|The spidery steel-work of gallery above gallery faded away in all direc - tions into the dark . |	|Near them three red ghosts were busily unloading demijohns from a moving staircase . |	0										
0.184340948070965	256	|They were predestined to emigrate to the tropics , to be miner and acetate silk spinners and steel workers . |	|Later on their minds would be made to endorse the judgment of their bodies . |	|` We condition them to thrive on heat , ' concluded Mr. Foster . |	0										
0.770003230321964	147	|They descended into a thickening twilight . |	|Two doors and a passage with a double turn insured the cellar against any possible infiltration of the day . |	|'Em bryos are like photograph film , ' said Mr. Foster waggishly , as he pushed open the second door . |	0										
0.152668353560574	143	|` After which they are sent down to the Embryo Store . ' |	|` Where we now proceed ourselves . ' |	|And opening a door Mr. Foster led the way down a staircase into the basement . |	0										
0.697985155522235	291	|But the Director had looked at his watch . |	|` Ten to three , ' he said . |	|` No time for the intellectual embryos , I 'm afraid . |	1	The Director									
0.065369069230494	52	|On a very slowly moving band a rack-full of test-tubes was entering a large metal box , another , rack-full was emerging . |	|Machinery faintly purred . |	|It took eight minutes for the tubes to go through , he told them . |	0										
0.893035865783943	250	|Their wanderings through the crimson twilight had brought them to the neighborhood of Metre 170 on Rack 9 . |	|From this point onwards Rack 9 was enclosed and the bottle performed the remainder of their journey in a kind of tunnel , interrupted here and there by openings two or three metres wide . |	|` Heat conditioning , ' said Mr. Foster . |	0										
0.092216257093864	144	|` Where we now proceed ourselves . ' |	|And opening a door Mr. Foster led the way down a staircase into the basement . |	|The temperature was still tropical . |	1	Mr. Foster									
0.549297155982158	224	|` Consider the horse . ' |	|They considered it . |	|Mature at six ; the elephant at ten . |	0										
0.647622541408123	196	|He rubbed his hands . |	|For of course , they did n't content themselves with merely hatching out embryos : any cow could do that . |	|` We also predestine and condition . |	0										
0.548018989691934	273	|` Tropical workers start being inoculated at Metre 150 , ' Mr. Foster ex - plained to the students . |	|` The embryos still have gills . |	|We immunize the fish against the future man 's diseases . ' |	0										
0.363439109181787	98	|` Can you tell us the record for a single ovary , Mr. Foster ? ' |	|` Sixteen thousand and twelve in this Centre , ' Mr. Foster replied with - out hesitation . |	|He spoke very quickly , had a vivacious blue eye , and took an evident pleasure in quoting figures . |	1	Mr. Foster									
0.459319879325485	204	|Down , down ... A final twist , a glance at the revolution counter , and he was done . |	|He moved two paces down the line and began the same process on the next pump . |	|` Reducing the number of revolutions per minute , ' Mr. Foster explained . |	1	Mr. Foster									
0.992445474857874	189	|But we want to have a good choice . |	|And of course one must always have an enormous margin of safety . |	|So we allow as many as thirty per cent of the female embryos to develop normally . |	0										
0.584914296865633	240	|That was the problem . |	|And it was all but solved . |	|Pilkington , at Mombasa , had produced individuals who were sexually mature at four and full-grown at six and a half . |	0										
0.803031620178288	280	|A special mechanism kept their containers in constant rotation . |	|` To improve their sense of balance , ' Mr. Foster explained . |	|` Doing repairs on the outside of a rocket in mid-air is a ticklish job . |	1	Mr. Foster									
0.263323546594821	230	|Did n't need and did n't get it . |	|But though the Epsilon mind was mature at ten , the Epsilon body was not fit to work till eighteen . |	|Long years of superfluous and wasted immaturity . |	0										
0.568736357479211	237	|He became rather technical ; spoke of the abnormal endocrine co - ordination which made men grow so slowly ; postulated a germinal mu - tation to account for it . |	|Could the effects of this germinal mutation be undone ? |	|Could the individual Epsilon embryo be made a revert , by a suitable technique , to the normality of dogs and cows ? |	0										
0.893950092147438	169	|Oh , a very great deal . ' |	|His laugh was knowing and trium - phant . |	|` That 's the spirit I like , ' said the Director once more . |	1	The Director									
0.330936206082773	238	|Could the effects of this germinal mutation be undone ? |	|Could the individual Epsilon embryo be made a revert , by a suitable technique , to the normality of dogs and cows ? |	|That was the problem . |	0										
0.651358827950414	23	|Straight from the horse 's mouth into the notebook . |	|The boys scribbled like mad . |	|Tall and rather thin but upright , the Director advanced into the room . |	0										
0.638625904603319	263	|The students and their guides stood watching her for a few moments in si - lence . |	|` Well , Lenina , ' said Mr. Foster , when at last she withdrew the syringe and straightened herself up . |	|The girl turned with a start . |	2	Lenina	Mr. Foster								
0.548309194340543	66	|Ca n't you see ? ' |	|He raised a hand ; his expression was solemn . |	|` Bokanovsky 's Process is one of the major instruments of social stabil - ity ! ' |	1	DEFAULT									
0.615172041325274	215	|It evidently had n't occurred to him . |	|He was covered with confusion . |	|` The lower the caste , ' said Mr. Foster , ` the shorter the oxygen . ' |	1	DEFAULT									
0.822145964712238	95	|Beckoning to a fair-haired , ruddy young man who happened to be passing at the moment . |	|` Mr. Foster , ' he called . |	|The ruddy young man approached . |	2	Mr. Foster	DEFAULT								
0.924761234563951	265	|The girl turned with a start . |	|One could see that , for all the lupus and the purple eyes , she was uncommonly pretty . |	|` Henry ! ' |	1	DEFAULT									
0.479894869657747	199	|We decant our babies as socialized human beings , as Alphas or Epsilons , as future sewage workers or fu - ture ... ' He was going to say ` future World controllers , ' but correcting himself , said ` future Directors of Hatcheries , ' instead . |	|The D.H.C. acknowledged the compliment with a smile . |	|They were passing Metre 320 on Rack 11 . |	1	D.H.C.									
0.208024219376339	185	|Told them of the test for sex carried out in the neighborhood of Metre 200 . |	|Explained the system of labelling-a T for the males , a circle for the females and for those who were destined to become freemartins a question mark , black on a white ground . |	|` For of course , ' said Mr. Foster , ` in the vast majority of cases , fertility is merely a nuisance . |	0										
0.273989948965433	67	|He raised a hand ; his expression was solemn . |	|` Bokanovsky 's Process is one of the major instruments of social stabil - ity ! ' |	|Major instruments of social stability . |	0										
0.051540269555622	261	|All conditioning aims at that : making people like their unescapable social destiny . ' |	|In a gap between two tunnels , a nurse was delicately probing with a long fine syringe into the gelatinous contents of a passing bottle . |	|The students and their guides stood watching her for a few moments in si - lence . |	0										
0.074193796064786	267	|` Henry ! ' |	|Her smile flashed redly at him-a row of coral teeth . |	|` Charming , charming , ' murmured the Director and , giving her two or three little pats , received in exchange a rather deferential smile for himself . |	2	DEFAULT	Henry								
0.443386581117417	221	|At less than seventy eye - less monsters . |	|` Who are no use at all , ' concluded Mr. Foster . |	|Whereas -LRB- his voice became confidential and eager -RRB- , if they could dis - cover a technique for shortening the period of maturation what a tri - umph , what a benefaction to Society ! |	1	Mr. Foster									
0.927456838757802	203	|The hum of the electric motor deepened by fractions of a tone as he turned the nuts . |	|Down , down ... A final twist , a glance at the revolution counter , and he was done . |	|He moved two paces down the line and began the same process on the next pump . |	1	DEFAULT									
0.444494934084287	84	|Ninety-six seemed to be the limit ; seventy-two a good average . |	|From the same ovary and with gametes of the same male to manufacture as many batches of identical twins as possible-that was the best -LRB- sadly a second best -RRB- that they could do . |	|And even that was difficult . |											
0.571667998246177	113	|` That 's the spirit I like ! ' |	|cried the Director , and clapped Mr. Foster on the shoulder . |	|` Come along with us , and give these boys the benefit of your expert knowledge . ' |	2	The Director	Mr. Foster								
